,mt_kde4,mt_tatoeba,qa_coqa,qa_squad,sentiment_yelp
0,0.5221707395091654,0.5284469780822594,1.805412325759729,1.4952887962758543,1.4268810254459583
1,0.43684953190386294,0.42686156839132305,1.15876451532046,0.9644122972091042,0.9258370393017928
2,0.5375579687704642,0.4979698042571545,2.6188765553633373,2.3636857478817306,1.7173906794190403
3,0.7293270846952996,0.7810330613950889,2.370539809266726,2.0694978637496635,1.8457954977949458
4,0.8712857965876658,1.3548137306856614,2.648280283113321,2.3962526934345565,2.3632527745266754
5,0.7907253698507944,0.6278403626382351,1.7373909821112952,1.4278099961082138,1.7617478062212462
6,0.5974742698545258,0.6332059882457058,1.6480211762587231,1.380180578827858,1.550426659186681
7,0.8159729592253765,0.7064247299047809,1.9457058188319207,1.6787508168816565,2.091783922513326
8,0.667124367256959,0.6163183281819026,1.5557995899518329,1.323926311135292,1.631254270225763
9,0.8770585996905962,0.7026511538401246,1.4931799669067065,1.2614638492465018,1.8175748850901925
10,0.885876715912794,0.7821957283342877,1.4145565873384476,1.2047573190927503,1.8474352704981962
11,0.8086780412246783,0.5784855494648218,1.0436488649249076,0.8178465926647188,1.4610053331404924
